date,大盤_開盤價,大盤_最高價,大盤_最低價,大盤_收盤價,大盤_成交量,大盤_SMA5,大盤_SMA10
'2004/07/26 00:00,5373.85,5373.85,5297.26,5331.71,37191000000,5365.666,5467.159
'2004/07/27 00:00,5335.56,5429.74,5280.42,5398.61,58269000000,5380.252,5438.463
'2004/07/28 00:00,5431.59,5444.71,5375.69,5383.57,49138000000,5375.14,5414.455
'2004/08/02 00:00,5404.19,5404.19,5337.57,5350.4,41746000000,5367.628,5395.215
'2004/08/03 00:00,5357.56,5396.4,5345.5,5367.22,44862000000,5366.302,5381.723
'2004/08/04 00:00,5338.42,5345.63,5287.78,5316.87,39637000000,5363.334,5364.5
'2004/08/05 00:00,5334.61,5442.32,5255.06,5427.61,73270000000,5369.134,5374.693
'2004/08/06 00:00,5372.23,5466.29,5372.23,5399.16,76692000000,5372.252,5373.696
'2004/08/09 00:00,5332.44,5402.25,5323.96,5399.45,40640000000,5382.062,5374.845
'2004/08/10 00:00,5407.83,5433.32,5389.3,5393.73,46012000000,5387.364,5376.833
'2004/08/11 00:00,5438.43,5438.43,5353.94,5367.34,46012000000,5397.458,5380.396
'2004/08/12 00:00,5349.53,5372.76,5329.75,5368.02,34803000000,5385.54,5377.337
'2004/08/13 00:00,5332.99,5408.76,5313.8,5389.93,45495000000,5383.694,5377.973
'2004/08/16 00:00,5380.64,5380.71,5352.01,5352.01,27328000000,5374.206,5378.134
'2004/08/17 00:00,5383.74,5391.36,5341.12,5342.49,35672000000,5363.958,5375.661
'2004/08/18 00:00,5349.24,5427.75,5299.62,5427.75,65204000000,5376.04,5386.749
'2004/08/19 00:00,5490.68,5605.04,5488.81,5602.99,99369000000,5423.034,5404.287
'2004/08/20 00:00,5601.35,5670.35,5591.03,5622.86,91477000000,5469.62,5426.657
'2004/08/23 00:00,5651.77,5674.4,5620.51,5660.97,69763000000,5531.412,5452.809
'2004/08/26 00:00,5743.39,5831.24,5743.39,5813.39,1.1884E+11,5625.592,5494.775
'2004/08/27 00:00,5811.2,5837.61,5785.43,5797.71,82229000000,5699.584,5537.812
'2004/08/30 00:00,5791.87,5819.34,5771.03,5788.94,66021000000,5736.774,5579.904
'2004/08/31 00:00,5757.74,5864.57,5745.33,5765.54,1.00028E+11,5765.31,5617.465
'2004/09/01 00:00,5799.82,5865.61,5799.82,5858.14,92393000000,5804.744,5668.078
'2004/09/02 00:00,5870.32,5871.6,5817.79,5852.85,90590000000,5812.636,5719.114
'2004/09/03 00:00,5859.78,5880.21,5758.77,5761.14,1.11161E+11,5805.322,5752.453
'2004/09/06 00:00,5747.34,5757.39,5716.09,5716.09,24981000000,5790.752,5763.763
'2004/09/07 00:00,5716.09,5846.83,5716.09,5846.83,79270000000,5807.01,5786.16
'2004/09/08 00:00,5885.96,5887.49,5835.33,5846.02,1.03012E+11,5804.586,5804.665
'2004/09/09 00:00,5853.88,5859.79,5817.42,5842.93,75370000000,5802.602,5807.619
'2004/09/10 00:00,5876.91,5898.8,5834.28,5846.19,82808000000,5819.612,5812.467
'2004/09/13 00:00,5917.61,5942.16,5888.95,5928.22,96565000000,5862.038,5826.395
'2004/09/14 00:00,5956.16,5970.29,5915.24,5919.77,99042000000,5876.626,5841.818
'2004/09/15 00:00,5910.76,5929.79,5861.45,5871.07,65338000000,5881.636,5843.111
'2004/09/16 00:00,5826.38,5895.06,5826.38,5891.05,69280000000,5891.26,5846.931
'2004/09/17 00:00,5901.79,5901.79,5814.4,5818.39,74789000000,5885.7,5852.656
'2004/09/20 00:00,5846.74,5892.36,5814.15,5864.54,83282000000,5872.964,5867.501
'2004/09/21 00:00,5901.97,5949.26,5894.52,5949.26,94368000000,5878.862,5877.744
'2004/09/22 00:00,5961.91,5970.18,5929.24,5970.18,85426000000,5898.684,5890.16
'2004/09/23 00:00,5921.68,5938.48,5907.2,5937.25,70579000000,5907.924,5899.592
'2004/09/24 00:00,5943.87,5943.87,5882.88,5892.21,80904000000,5922.688,5904.194
'2004/09/27 00:00,5872.02,5884.25,5832.37,5849.22,57074000000,5919.624,5896.294
'2004/09/29 00:00,5843.7,5877.08,5809.75,5809.75,74864000000,5891.722,5885.292
'2004/09/30 00:00,5864.05,5899.54,5827.38,5845.69,75962000000,5866.824,5882.754
'2004/10/01 00:00,5869.42,5945.35,5857.54,5945.35,1.02532E+11,5868.444,5888.184
'2004/10/04 00:00,6020.68,6084.31,6012.92,6077.96,1.47345E+11,5905.594,5914.141
'2004/10/05 00:00,6088.05,6111.23,6063.01,6081.01,96653000000,5951.952,5935.788
'2004/10/06 00:00,6093.22,6135.55,6060.61,6060.61,1.40017E+11,6002.124,5946.923
'2004/10/07 00:00,6116.1,6133.96,6066.19,6103,94143000000,6053.586,5960.205
'2004/10/08 00:00,6083.01,6115.93,6073.41,6102.16,94750000000,6084.948,5976.696
'2004/10/11 00:00,6079.25,6096.28,6041.31,6089.28,86243000000,6087.212,5996.403
'2004/10/12 00:00,6073.47,6077.97,5979.56,5979.56,99244000000,6066.922,6009.437
'2004/10/13 00:00,5993.94,6005.99,5957.47,5963.07,73646000000,6047.414,6024.769
'2004/10/14 00:00,5924.44,5924.44,5823.58,5831.07,81724000000,5993.028,6023.307
'2004/10/15 00:00,5817.81,5863.91,5782.02,5820.82,73489000000,5936.76,6010.854
'2004/10/18 00:00,5848.15,5857.54,5772.12,5772.12,48078000000,5873.328,5980.27
'2004/10/19 00:00,5815.91,5824.14,5765.32,5807.79,62920000000,5838.974,5952.948
'2004/10/20 00:00,5790.24,5808.91,5760.41,5788.34,53884000000,5804.028,5925.721
'2004/10/21 00:00,5765.25,5849.18,5756.26,5797.24,77489000000,5797.262,5895.145
'2004/10/22 00:00,5833.63,5837.73,5768.12,5774.67,61472000000,5788.032,5862.396
'2004/10/26 00:00,5715.49,5715.49,5655.98,5662.88,56179000000,5766.184,5819.756
'2004/10/27 00:00,5663.76,5676.94,5597.8,5650.97,54178000000,5734.82,5786.897
'2004/10/28 00:00,5723.66,5735.24,5690.03,5695.56,72267000000,5716.264,5760.146
'2004/10/29 00:00,5693.11,5717.7,5673.07,5705.93,64595000000,5698.002,5747.632
'2004/11/01 00:00,5725.65,5732.7,5628.25,5656.17,52500000000,5674.302,5731.167
'2004/11/02 00:00,5670.77,5759.61,5648.29,5759.61,56862000000,5693.648,5729.916
'2004/11/03 00:00,5761.48,5862.85,5744.42,5862.85,82730000000,5736.024,5735.422
'2004/11/04 00:00,5864.12,5890.95,5831.55,5860.73,74018000000,5769.058,5742.661
'2004/11/05 00:00,5936.31,5959.88,5896.07,5931.31,98075000000,5814.134,5756.068
'2004/11/08 00:00,5937.16,5942.86,5894.98,5937.46,63577000000,5870.392,5772.347
'2004/11/09 00:00,5944.6,5947.51,5900.03,5945.2,53175000000,5907.51,5800.579
'2004/11/10 00:00,5948.38,5957.58,5899.25,5948.49,67081000000,5924.638,5830.331
'2004/11/11 00:00,5919.77,5931.37,5873.28,5874.52,45811000000,5927.396,5848.227
'2004/11/12 00:00,5901.79,5952.45,5894.39,5917.16,67740000000,5924.566,5869.35
'2004/11/15 00:00,5961.08,5974.35,5906.15,5906.69,60305000000,5918.412,5894.402
'2004/11/16 00:00,5917.42,5937.62,5894.98,5910.85,55900000000,5911.542,5909.526
'2004/11/17 00:00,5916.12,6028.68,5904.61,6028.68,1.06988E+11,5927.58,5926.109
'2004/11/18 00:00,6063.56,6088.12,6035.36,6049.49,1.02941E+11,5962.574,5944.985
'2004/11/19 00:00,6053.2,6065.68,6018.19,6026.55,72521000000,5984.452,5954.509
'2004/11/26 00:00,5899.52,5912.86,5778.65,5778.65,87096000000,5958.844,5938.628
'2004/11/29 00:00,5797.95,5812.17,5756.41,5785.26,59889000000,5933.726,5922.634
'2004/11/30 00:00,5770.81,5844.76,5722.18,5844.76,65877000000,5896.942,5912.261
'2004/12/01 00:00,5778.06,5815.87,5745.05,5798.62,52888000000,5846.768,5904.671
'2004/12/02 00:00,5861.52,5867.95,5826.51,5867.95,60352000000,5815.048,5899.75
'2004/12/03 00:00,5869.51,5893.27,5850.89,5893.27,52163000000,5837.972,5898.408
'2004/12/06 00:00,5864.45,5922.8,5857.64,5919.17,56201000000,5864.754,5899.24
'2004/12/07 00:00,5907.87,5927.68,5885.8,5925.28,51967000000,5880.858,5888.9
'2004/12/08 00:00,5908.92,5908.92,5879.88,5892.51,49174000000,5899.636,5873.202
'2004/12/09 00:00,5894.66,5921.22,5886.79,5913.97,63813000000,5908.84,5861.944
'2004/12/10 00:00,5906.26,5911.63,5869.07,5911.63,60150000000,5912.512,5875.242
'2004/12/13 00:00,5901.45,5978.96,5818.28,5878.89,85351000000,5904.456,5884.605
'2004/12/14 00:00,5908.13,5909.65,5873.4,5909.65,47346000000,5901.33,5891.094
'2004/12/15 00:00,5930.85,6011.12,5912.95,6002.58,1.01665E+11,5923.344,5911.49
'2004/12/16 00:00,6007,6025.46,5990.59,6019.23,84309000000,5944.396,5926.618
'2004/12/17 00:00,6019.8,6028.75,6002.39,6009.32,60214000000,5963.934,5938.223
'2004/12/20 00:00,6009.32,6009.32,5910.04,5985.94,56668000000,5985.344,5944.9
'2004/12/21 00:00,5985.94,6000.77,5975.73,5987.85,53833000000,6000.984,5951.157
'2004/12/22 00:00,6008.67,6043.77,6001.52,6001.52,68768000000,6000.772,5962.058
'2004/12/23 00:00,6001.52,6011.43,5966.1,5997.67,44493000000,5996.46,5970.428
'2004/12/24 00:00,5997.67,6037.71,5989.73,6019.42,47353000000,5998.48,5981.207
'2004/12/27 00:00,6019.42,6019.42,5973.17,5985.94,37748000000,5998.48,5991.912
'2004/12/28 00:00,5980.13,6020.59,5980.13,6000.57,37047000000,6001.024,6001.004
'2004/12/29 00:00,6000.57,6102.89,6000.57,6088.49,87004000000,6018.418,6009.595
'2004/12/30 00:00,6088.49,6117.66,6087.32,6100.86,66894000000,6039.056,6017.758
'2004/12/31 00:00,6100.86,6160.96,6077.51,6139.69,84301000000,6063.11,6030.795
'2005/01/03 00:00,6166.39,6183.15,6129.28,6143.12,75158000000,6094.546,6046.513
'2005/01/04 00:00,6117.87,6129.38,6053.18,6060.46,58339000000,6106.524,6053.774
'2005/01/05 00:00,6060.46,6060.46,5988.37,5988.37,51971000000,6086.5,6052.459
'2005/01/06 00:00,5988.72,6002.52,5971.58,5982.12,45041000000,6062.752,6050.904
'2005/01/07 00:00,5990.78,6007.34,5934.83,5935.99,57275000000,6022.012,6042.561
'2005/01/10 00:00,5950.12,5962.64,5929.11,5942.85,44006000000,5981.958,6038.252
'2005/01/11 00:00,5948.07,5993.39,5942.14,5975.66,49216000000,5964.998,6035.761
'2005/01/12 00:00,5957.9,5978.41,5878.39,5879.08,51744000000,5943.14,6014.82
'2005/01/13 00:00,5899.76,5922.26,5828.09,5853.94,59881000000,5917.504,5990.128
'2005/01/14 00:00,5831.7,5895.35,5813.15,5889.52,56849000000,5908.21,5965.111
'2005/01/17 00:00,5889.52,5969.03,5889.52,5945.27,59125000000,5908.694,5945.326
'2005/01/18 00:00,5945.27,5964.08,5926.8,5933.57,44531000000,5900.276,5932.637
'2005/01/19 00:00,5933.57,5961.78,5895.35,5895.35,50322000000,5903.53,5923.335
'2005/01/20 00:00,5895.35,5918.33,5835.68,5888.1,64480000000,5910.362,5913.933
'2005/01/21 00:00,5888.1,5898.86,5846.95,5848.91,46079000000,5902.24,5905.225
'2005/01/25 00:00,5771.48,5796.85,5734.87,5782.75,47209000000,5869.736,5889.215
'2005/01/26 00:00,5782.75,5847.41,5782.75,5835.37,45169000000,5850.096,5875.186
'2005/01/27 00:00,5835.37,5859.7,5820.72,5842.76,48010000000,5839.578,5871.554
'2005/01/28 00:00,5842.76,5902.72,5836.47,5879.93,63584000000,5837.944,5874.153
'2005/01/31 00:00,5879.93,6002.37,5879.93,5994.23,99736000000,5867.008,5884.624
'2005/02/01 00:00,5994.23,6015.78,5979.92,5981.54,74545000000,5906.766,5888.251
'2005/02/02 00:00,5981.54,6064.66,5981.54,6018.69,93716000000,5943.43,5896.763
'2005/02/03 00:00,6018.69,6044.43,6006.23,6034.6,73255000000,5981.798,5910.688
'2005/02/14 00:00,6034.6,6148.95,6034.6,6112.4,92708000000,6028.292,5933.118
'2005/02/15 00:00,6112.4,6142.44,6106.5,6122.39,71987000000,6053.924,5960.466
'2005/02/16 00:00,6122.39,6158.8,6086.3,6143.49,85232000000,6086.314,5996.54
'2005/02/17 00:00,6143.49,6143.49,6072.16,6072.16,85283000000,6097.008,6020.219
'2005/02/18 00:00,6072.16,6128.64,6062.96,6115.43,86401000000,6113.174,6047.486
'2005/02/21 00:00,6115.43,6172.27,6115.43,6142.78,99023000000,6119.25,6073.771
'2005/02/22 00:00,6142.78,6161,6106.19,6107.17,70932000000,6116.206,6085.065
'2005/02/23 00:00,6107.17,6128.7,6048.63,6121.52,76666000000,6111.812,6099.063
'2005/02/24 00:00,6121.52,6171.56,6109.9,6128.34,98356000000,6123.048,6110.028
'2005/02/25 00:00,6128.34,6233.53,6128.34,6207.83,1.20954E+11,6141.528,6127.351
'2005/03/01 00:00,6207.83,6260.32,6207.78,6259.69,1.03472E+11,6164.91,6142.08
'2005/03/02 00:00,6259.69,6267.52,6219.93,6225.25,84027000000,6188.526,6152.366
'2005/03/03 00:00,6225.25,6225.25,6164.15,6202.38,78437000000,6204.698,6158.255
'2005/03/04 00:00,6202.38,6219.07,6178.26,6193.62,81294000000,6217.754,6170.401
'2005/03/07 00:00,6193.62,6257.54,6193.62,6220.52,86601000000,6220.292,6180.91
'2005/03/08 00:00,6220.52,6255.68,6156.98,6173.34,93239000000,6203.022,6183.966
'2005/03/09 00:00,6173.34,6227.13,6163.56,6213.28,84013000000,6200.628,6194.577
'2005/03/10 00:00,6213.28,6215.47,6168.76,6192.53,88919000000,6198.658,6201.678
'2005/03/11 00:00,6192.53,6238.43,6192.53,6204.23,80228000000,6200.78,6209.267
'2005/03/14 00:00,6204.23,6204.23,6151.8,6155.51,79486000000,6187.778,6204.035
'2005/03/15 00:00,6155.51,6169.52,6028.17,6063.48,85376000000,6165.806,6184.414
'2005/03/16 00:00,6063.48,6093.41,6048.4,6072.36,59456000000,6137.622,6169.125
'2005/03/17 00:00,6072.36,6072.36,6002.1,6032.47,59050000000,6105.61,6152.134
'2005/03/18 00:00,6032.47,6054.75,6018.63,6043.95,56602000000,6073.554,6137.167
'2005/03/21 00:00,6043.95,6077.94,6043.95,6058.96,63619000000,6054.244,6121.011
'2005/03/22 00:00,6058.96,6058.96,5998.78,6018.79,65728000000,6045.306,6105.556
'2005/03/23 00:00,6018.79,6023.76,5970.2,6019.49,62862000000,6034.732,6086.177
'2005/03/24 00:00,6019.49,6054.65,6001,6001,72172000000,6028.438,6067.024
'2005/03/25 00:00,6001,6065.91,6001,6065.91,58659000000,6032.83,6053.192
'2005/03/28 00:00,6065.91,6093.19,6048.74,6048.74,55215000000,6030.786,6042.515
'2005/03/29 00:00,6048.74,6048.74,5961.24,5961.24,61930000000,6019.276,6032.291
'2005/03/30 00:00,5961.24,5980.5,5940.18,5957.98,56628000000,6006.974,6020.853
'2005/03/31 00:00,5957.98,6017.04,5957.98,6005.88,70842000000,6007.95,6018.194
'2005/04/01 00:00,6005.88,6028.99,5959.28,6028.75,74429000000,6000.518,6016.674
'2005/04/04 00:00,6028.75,6048.37,6006.3,6019.93,76224000000,5994.756,6012.771
'2005/04/06 00:00,6019.93,6046.16,6006.81,6013.49,63485000000,6005.206,6012.241
'2005/04/07 00:00,6013.49,6043.1,5971.76,5971.76,78693000000,6007.962,6007.468
'2005/04/08 00:00,5971.76,6028.55,5971.76,6024.07,62001000000,6011.6,6009.775
'2005/04/11 00:00,6003.89,6014.31,5969.4,5979.42,51004000000,6001.734,6001.126
'2005/04/12 00:00,5979.42,5995.93,5955.24,5993.89,43597000000,5996.526,5995.641
'2005/04/13 00:00,5993.89,6008.6,5990.2,5998.08,47654000000,5993.444,5999.325
'2005/04/14 00:00,5998.08,5998.08,5964.33,5976.68,60409000000,5994.428,6001.195
'2005/04/15 00:00,5976.68,5976.68,5875.67,5888.37,79057000000,5967.288,5989.444
'2005/04/18 00:00,5888.37,5888.37,5679.35,5715.16,72662000000,5914.436,5958.085
'2005/04/19 00:00,5715.16,5773.32,5715.16,5748.35,57733000000,5865.328,5930.927
'2005/04/20 00:00,5748.35,5799.85,5683,5693.01,63717000000,5804.314,5898.879
'2005/04/21 00:00,5693.01,5725.48,5565.41,5721.99,63639000000,5753.376,5873.902
'2005/04/22 00:00,5721.99,5799.73,5721.99,5747.09,64459000000,5725.12,5846.204
'2005/04/25 00:00,5747.09,5771.38,5727.42,5758.31,40753000000,5733.75,5824.093
'2005/04/26 00:00,5758.31,5815.14,5755.88,5805.25,53293000000,5745.13,5805.229
'2005/04/27 00:00,5805.25,5817.92,5777.41,5778.27,46681000000,5762.182,5783.248
'2005/04/28 00:00,5778.27,5842.27,5755.08,5842.27,50208000000,5786.238,5769.807
'2005/04/29 00:00,5842.27,5842.27,5780.97,5818.07,48860000000,5800.434,5762.777
'2005/05/03 00:00,5818.07,5865.9,5818.07,5818.22,58378000000,5812.416,5773.083
'2005/05/04 00:00,5818.22,5831.02,5793.25,5803.68,52596000000,5812.102,5778.616
'2005/05/05 00:00,5803.68,5957.87,5803.68,5927.5,90653000000,5841.948,5802.065
'2005/05/06 00:00,5927.5,5974.86,5917.02,5967.96,80277000000,5867.086,5826.662
'2005/05/09 00:00,5967.96,5973.6,5950.63,5966.85,63978000000,5896.842,5848.638
'2005/05/10 00:00,5966.85,5976.83,5939.48,5949.8,58234000000,5923.158,5867.787
'2005/05/11 00:00,5949.8,5949.8,5900.72,5917.13,54504000000,5945.848,5878.975
'2005/05/12 00:00,5917.99,5934.6,5906.37,5934.6,56100000000,5947.268,5894.608
'2005/05/13 00:00,5931.53,6001.19,5925.67,5981.48,77344000000,5949.972,5908.529
'2005/05/16 00:00,5992.31,5997.77,5925.88,5925.88,65925000000,5941.778,5919.31
'2005/05/17 00:00,5939.31,5943.92,5879.19,5894.01,56513000000,5930.62,5926.889
'2005/05/18 00:00,5901.08,5921.17,5889.47,5890.83,53061000000,5925.36,5935.604
'2005/05/19 00:00,5963.9,5997.76,5958.34,5970.71,74634000000,5932.582,5939.925
'2005/05/20 00:00,5987.1,5996.11,5954.69,5954.69,60232000000,5927.224,5938.598
'2005/05/23 00:00,5954.69,5954.69,5884.06,5885.45,42657000000,5919.138,5930.458
'2005/05/24 00:00,5888.85,5925.88,5888.85,5909.1,48929000000,5922.156,5926.388
'2005/05/25 00:00,5921.59,5956.64,5879.08,5888.53,63786000000,5921.696,5923.528
'2005/05/26 00:00,5903.01,5939.42,5883.18,5939.42,52246000000,5915.438,5924.01
'2005/05/27 00:00,5966.41,5998.78,5966.41,5991.55,71966000000,5922.81,5925.017
'2005/05/30 00:00,5996.89,6009.52,5971.97,6009.52,57524000000,5947.624,5933.381
'2005/05/31 00:00,5998.9,6026.53,5981.24,6011.56,73756000000,5968.116,5945.136
'2005/06/01 00:00,5966.69,5988.82,5966.27,5971.62,79250000000,5984.734,5953.215
'2005/06/02 00:00,6008.9,6065.23,6008.9,6039.48,92347000000,6004.746,5960.092
'2005/06/03 00:00,6062.78,6113.49,6051.27,6107.95,1.0253E+11,6028.026,5975.418
'2005/06/06 00:00,6109.3,6140.74,6086.41,6137.57,80421000000,6053.636,6000.63
'2005/06/07 00:00,6144.25,6146.94,6096.84,6105.79,76467000000,6072.482,6020.299
'2005/06/08 00:00,6121.34,6170.47,6121.21,6161.66,82456000000,6110.49,6047.612
'2005/06/09 00:00,6172.37,6188.59,6144.27,6145.92,1.01905E+11,6131.778,6068.262
'2005/06/10 00:00,6188.1,6198.3,6158.13,6192.35,88616000000,6148.658,6088.342
'2005/06/13 00:00,6194.9,6236.15,6167.78,6231.05,76314000000,6167.354,6110.495
'2005/06/14 00:00,6244.56,6266.25,6205.76,6205.76,91038000000,6187.348,6129.915
'2005/06/15 00:00,6219.8,6252.1,6215.73,6252.1,76304000000,6205.436,6157.963
'2005/06/16 00:00,6298.35,6298.35,6249,6282.41,82160000000,6232.734,6182.256
'2005/06/17 00:00,6304.24,6357.39,6293.23,6293.56,1.11056E+11,6252.976,6200.817
'2005/06/20 00:00,6311.67,6315.29,6272.97,6296.89,65240000000,6266.144,6216.749
'2005/06/21 00:00,6304.33,6304.88,6265.69,6278.46,74432000000,6280.684,6234.016
'2005/06/22 00:00,6291.91,6381.23,6291.91,6357.83,97002000000,6301.83,6253.633
'2005/06/23 00:00,6382.6,6401.81,6369.21,6373.86,1.00792E+11,6320.12,6276.427
'2005/06/24 00:00,6350.74,6363.88,6324.22,6340.69,69541000000,6329.546,6291.261
'2005/06/27 00:00,6307.61,6342.45,6279.39,6302.99,69047000000,6330.766,6298.455
'2005/06/28 00:00,6303.66,6323.1,6287.8,6316.84,62003000000,6338.442,6309.563
'2005/06/29 00:00,6370.14,6375.68,6231.65,6231.65,90879000000,6313.206,6307.518
'2005/06/30 00:00,6278.75,6280.53,6240.84,6241.94,56474000000,6286.822,6303.471
'2005/07/01 00:00,6240.08,6275.48,6195.17,6272.14,57827000000,6273.112,6301.329
'2005/07/04 00:00,6269.63,6288.96,6257.9,6271.2,63383000000,6266.754,6298.76
'2005/07/05 00:00,6269.78,6279.2,6232.04,6232.04,68182000000,6249.794,6294.118
'2005/07/06 00:00,6249.29,6256.9,6221.03,6222.05,80479000000,6247.874,6280.54
'2005/07/07 00:00,6219.46,6221.59,6180.58,6212.6,76082000000,6242.006,6264.414
'2005/07/08 00:00,6199.79,6230.51,6186.79,6201.4,72433000000,6227.858,6250.485
'2005/07/11 00:00,6255.4,6305.61,6249.41,6298.86,93877000000,6233.39,6250.072
'2005/07/12 00:00,6337.5,6365.76,6337.5,6358.81,1.01703E+11,6258.744,6254.269
'2005/07/13 00:00,6360.6,6406.99,6352.21,6377.09,1.06134E+11,6289.752,6268.813
'2005/07/14 00:00,6403.08,6427.32,6375.75,6418.35,1.06806E+11,6330.902,6286.454
'2005/07/15 00:00,6428.44,6454.33,6410.59,6410.59,1.06727E+11,6372.74,6300.299
'2005/07/19 00:00,6403.71,6432.58,6387.86,6416.34,93458000000,6396.236,6314.813
'2005/07/20 00:00,6466.28,6473.12,6415.78,6423.81,1.23609E+11,6409.236,6333.99
'2005/07/21 00:00,6344.84,6478.64,6344.84,6394.03,1.13586E+11,6412.624,6351.188
'2005/07/22 00:00,6412.87,6415.43,6365.38,6380.73,97947000000,6405.1,6368.001
'2005/07/25 00:00,6380.73,6380.73,6380.73,6380.73,93267135000,6399.128,6385.934
'2005/07/26 00:00,6422.02,6439.98,6366.16,6366.16,1.03604E+11,6389.092,6392.664
'2005/07/27 00:00,6364.01,6376.05,6305.93,6327.25,96148000000,6369.78,6389.508
'2005/07/28 00:00,6347.89,6375.64,6326,6375.64,1.14911E+11,6366.102,6389.363
'2005/07/29 00:00,6409.56,6420.64,6310.63,6311.98,1.27809E+11,6352.352,6378.726
'2005/08/01 00:00,6320.71,6327.83,6290.93,6307.93,76725000000,6337.792,6368.46
'2005/08/02 00:00,6307.93,6360.43,6296.78,6343.54,89485000000,6333.268,6361.18
'2005/08/03 00:00,6391.68,6455.57,6379.51,6455.57,1.07057E+11,6358.932,6364.356
'2005/08/04 00:00,6481.62,6481.62,6439.89,6446.01,1.08961E+11,6373.006,6369.554
'2005/08/08 00:00,6400.04,6408.05,6375.89,6380.03,92682000000,6386.616,6369.484
'2005/08/09 00:00,6374.6,6397.37,6361.19,6380,89065000000,6401.03,6369.411
'2005/08/10 00:00,6408.86,6430.13,6356.84,6356.84,1.06505E+11,6403.69,6368.479
'2005/08/11 00:00,6362.62,6380.39,6326.37,6353.71,93384000000,6383.318,6371.125
'2005/08/12 00:00,6389.27,6398.72,6350.9,6350.9,91030000000,6364.296,6368.651
'2005/08/15 00:00,6344.88,6344.88,6238.02,6245.13,76456000000,6337.316,6361.966
'2005/08/16 00:00,6262.87,6266.33,6207.58,6242.4,64589000000,6309.796,6355.413
'2005/08/17 00:00,6216.08,6256.11,6213.59,6241.92,68611000000,6286.812,6345.251
'2005/08/18 00:00,6252.32,6260.28,6204.42,6205.09,73152000000,6257.088,6320.203
'2005/08/19 00:00,6190.33,6190.33,6138.62,6158.94,63423000000,6218.696,6291.496
'2005/08/22 00:00,6194.89,6207.95,6181.51,6206.65,50243000000,6211,6274.158
'2005/08/23 00:00,6211.15,6234.31,6195.18,6195.18,66853000000,6201.556,6255.676
'2005/08/24 00:00,6174.25,6174.79,6126.97,6127.24,67891000000,6178.62,6232.716
'2005/08/25 00:00,6103.46,6153.62,6097.23,6109.66,74790000000,6159.534,6208.311
'2005/08/26 00:00,6130.83,6148.95,6107,6136.55,62954000000,6155.056,6186.876
'2005/08/29 00:00,6117.27,6130.79,6031.2,6049.44,60063000000,6123.614,6167.307
'2005/08/30 00:00,6087.86,6087.86,6021.97,6032.12,65889000000,6091.002,6146.279
'2005/08/31 00:00,6041.86,6078.17,5976.4,6033.47,73604000000,6072.248,6125.434
'2005/09/02 00:00,6081.71,6116.05,6075.35,6116.05,72336000000,6073.526,6116.53
'2005/09/05 00:00,6131.95,6131.95,6094,6098.78,58139000000,6065.972,6110.514
'2005/09/06 00:00,6141.28,6145.3,6123.84,6140.14,60370000000,6084.112,6103.863
'2005/09/07 00:00,6168.51,6168.51,6130.56,6141.14,66101000000,6105.916,6098.459
'2005/09/08 00:00,6157.47,6170,6140.34,6149.88,64219000000,6129.198,6100.723
'2005/09/09 00:00,6161.8,6167.9,6108.4,6119.06,57238000000,6129.8,6101.663
