date,費半_開盤價,費半_最高價,費半_最低價,費半_收盤價,費半_SMA5,費半_SMA10
'2006/02/03 00:00,532.21,536.59,528.51,528.77,536.49,533.3809091
'2006/02/06 00:00,533.54,543.19,533.54,537.43,535.498,535.6409091
'2006/02/07 00:00,537.3,547.11,534.92,542.26,536.252,537.8290909
'2006/02/08 00:00,542.27,561.31,541.25,552.5,538.572,540.9727273
'2006/02/09 00:00,552.97,555.87,532.84,534.93,539.178,541.39
'2006/02/10 00:00,534.41,544.25,533.99,540.39,541.502,540.0790909
'2006/02/13 00:00,535.48,536.41,526.05,529.5,539.916,538.1327273
'2006/02/14 00:00,530.13,538.44,529.41,536.84,538.832,537.6281818
'2006/02/15 00:00,536.14,544.06,532.71,540.83,536.498,537.8409091
'2006/02/16 00:00,540.85,545.97,537.97,539.83,537.478,537.7436364
'2006/02/17 00:00,539.76,540.2,534.99,535.41,536.482,538.0627273
'2006/02/20 00:00,536.27,536.34,523.56,525.57,535.696,537.7718182
'2006/02/21 00:00,525.6,527.35,517.76,524.38,533.204,536.5854545
'2006/02/22 00:00,524.41,533.41,524.38,528.28,530.694,535.3145455
'2006/02/23 00:00,528.22,530.78,522.85,524.49,527.626,532.7681818
'2006/02/24 00:00,524.5,527.78,523.28,524.55,525.454,531.8245455
'2006/02/27 00:00,525.76,531.11,523.75,523.75,525.09,530.3118182
'2006/02/28 00:00,522.74,536.27,522.26,535.48,527.31,530.8554545
'2006/03/01 00:00,535.47,550.21,535.47,549.14,531.482,531.9736364
'2006/03/02 00:00,549.85,550.85,541.17,543.86,535.356,532.2490909
'2006/03/03 00:00,543.61,547.95,537.66,537.78,538.002,532.0627273
'2006/03/06 00:00,537.65,538.33,517.67,518.82,537.016,530.5545455
'2006/03/07 00:00,518.42,519.75,506.58,508.99,531.718,529.0472727
'2006/03/08 00:00,508.98,516.55,504.82,514.67,524.824,528.1645455
'2006/03/09 00:00,514.65,516.38,500.62,509.92,518.036,526.4954545
'2006/03/10 00:00,509.68,509.7,500.19,502.34,510.948,524.4818182
'2006/03/13 00:00,502.91,505.96,499,502.43,507.67,522.4709091
'2006/03/14 00:00,502.41,516.23,502.33,510.1,507.892,521.23
'2006/03/15 00:00,510.29,514,505.92,507.66,506.49,518.7009091
'2006/03/16 00:00,507.6,510.39,489.34,491.32,502.77,513.4445455
'2006/03/17 00:00,491.28,499.78,491.23,496.37,501.576,509.1272727
'2006/03/20 00:00,496.33,502.88,495.49,501.73,501.436,505.85
'2006/03/21 00:00,501.71,510.67,493.01,494.42,498.3,503.6318182
'2006/03/22 00:00,494.1,504.6,492.36,500.79,496.926,502.8863636
'2006/03/23 00:00,500.78,504.27,497.37,503.54,499.37,501.8745455
'2006/03/24 00:00,502.98,504.92,498.55,504.84,501.064,501.4127273
'2006/03/27 00:00,504.16,506.63,502.08,502.3,501.178,501.4090909
'2006/03/28 00:00,502.2,504.13,491.56,496.41,501.576,500.8618182
'2006/03/29 00:00,496.64,512.36,496.41,504.93,502.404,500.3918182
'2006/03/30 00:00,504.99,508.27,502.17,503.62,502.42,500.0245455
'2006/03/31 00:00,503.61,503.61,497.42,499.65,501.382,500.7818182
'2006/04/03 00:00,512.85,512.85,504.1,508.35,502.592,501.8709091
'2006/04/04 00:00,508.43,512.36,503.31,509.11,505.132,502.5418182
'2006/04/05 00:00,509.17,525.44,508.47,520.56,508.258,504.9181818
'2006/04/06 00:00,520.71,527.74,512.51,513.07,510.148,506.0345455
'2006/04/07 00:00,513.18,517.4,513.15,514.94,513.206,507.0709091
'2006/04/10 00:00,513.77,514.77,501.09,504.11,512.358,507.0045455
'2006/04/11 00:00,504.1,510.87,501.69,506.73,511.882,507.4072727
'2006/04/12 00:00,506.64,512.94,505.12,512.69,510.308,508.8872727
'2006/04/13 00:00,512.79,513.53,507.44,507.96,509.286,509.1627273
'2006/04/17 00:00,509.11,509.99,498.04,509.58,508.214,509.7045455
'2006/04/18 00:00,509.92,523.73,509.74,522.3,511.852,511.7636364
'2006/04/19 00:00,522.39,535.81,521.66,528.36,516.178,513.5827273
'2006/04/20 00:00,528.29,531.76,520.63,521.45,517.93,514.7045455
'2006/04/21 00:00,521.46,522.66,515.34,518.42,520.022,514.51
'2006/04/24 00:00,511.55,518.01,511.23,514.29,520.964,514.6209091
'2006/04/25 00:00,514.28,518.9,510.59,512.19,518.942,514.3709091
'2006/04/26 00:00,511.9,520.59,505.93,520.47,517.364,515.8581818
'2006/04/27 00:00,520.45,524.74,516.73,518.06,516.686,516.8881818
'2006/04/28 00:00,518.14,519.3,515.67,516.91,516.384,517.2718182
'2006/05/01 00:00,516.63,516.66,511.23,513.29,516.184,517.7563636
'2006/05/02 00:00,513.51,518.34,511.81,517.89,517.324,518.5118182
'2006/05/03 00:00,518.27,528.22,515.82,527.71,518.772,519.0036364
'2006/05/04 00:00,527.44,532.18,524.43,527.71,520.702,518.9445455
'2006/05/05 00:00,527.74,529.66,525.43,528.94,523.108,519.6254545
'2006/05/08 00:00,527.81,529.47,516.81,519.49,524.348,519.7227273
'2006/05/09 00:00,519.59,520.46,510.17,510.18,522.806,519.3490909
'2006/05/10 00:00,510.2,510.68,494.5,495.37,516.338,517.82
'2006/05/11 00:00,495.52,499.7,490.96,495.23,509.842,515.5254545
'2006/05/12 00:00,495.08,497.15,491.25,491.62,502.378,513.1218182
'2006/05/15 00:00,492.19,492.33,480.36,481.24,494.728,509.8790909
'2006/05/16 00:00,481.25,487.68,474.79,478.78,488.448,506.7418182
'2006/05/17 00:00,478.88,482.75,475.55,476.59,484.692,502.9872727
'2006/05/18 00:00,476.54,486.05,474.35,481.33,481.912,498.7709091
'2006/05/19 00:00,485.4,490.29,485.4,489.67,481.522,495.3127273
'2006/05/22 00:00,470.04,475.72,463.42,472.15,479.704,490.15
'2006/05/23 00:00,471.83,474.01,460.94,466.38,477.224,485.3218182
'2006/05/24 00:00,466.36,469.39,456.32,465.58,475.022,481.2672727
'2006/05/25 00:00,465.29,468.97,461.4,467.31,472.218,478.7163636
'2006/05/26 00:00,467.34,467.44,464.69,466.77,467.638,476.1290909
'2006/05/29 00:00,466.46,466.46,460.42,461.86,465.58,473.4236364
'2006/05/30 00:00,461.85,465.6,456.42,465.41,465.386,471.9845455
'2006/05/31 00:00,465.35,469.85,460.26,468.68,466.006,471.0663636
'2006/06/01 00:00,468.58,479.36,467.75,469.97,466.538,470.4645455
'2006/06/02 00:00,469.61,475.1,469.6,474.65,468.114,469.8572727
'2006/06/05 00:00,471.22,471.22,456.99,457.49,467.24,466.9318182
'2006/06/06 00:00,457.33,461.92,452.55,459.02,465.962,465.7381818
'2006/06/07 00:00,459.05,459.77,434.99,436.77,459.58,463.0463636
'2006/06/08 00:00,436.74,456.91,436.55,449.35,455.456,461.5709091
'2006/06/09 00:00,449.33,449.68,442.4,444.16,449.358,459.4663636
'2006/06/12 00:00,443.43,443.72,434.66,439.11,445.682,456.9518182
'2006/06/13 00:00,439.34,442.25,432.41,439.17,441.712,454.8890909
'2006/06/14 00:00,439,452.91,432.96,452.24,444.806,453.6918182
'2006/06/15 00:00,452.13,458.89,449.27,451.57,445.25,452.1363636
'2006/06/16 00:00,451.58,456.15,449.2,453.53,447.124,450.6418182
'2006/06/19 00:00,454.43,455.69,443.69,450.28,449.358,448.4263636
'2006/06/20 00:00,450.49,457.95,445.07,456.26,452.776,448.3145455
'2006/06/21 00:00,456.27,460.09,446.95,451.28,452.584,447.6109091
'2006/06/22 00:00,451.37,452.24,443.18,444.66,451.202,448.3281818
'2006/06/23 00:00,444.74,450.08,444.65,445.41,449.578,447.97
'2006/06/26 00:00,447.72,448.73,433.59,434.54,446.43,447.0954545
'2006/06/27 00:00,433.5,433.68,423.23,424.3,440.038,445.7490909
'2006/06/28 00:00,424.22,434.97,423.88,432.71,436.324,445.1618182
'2006/06/29 00:00,432.33,447.26,430.58,441.31,435.654,444.1681818
'2006/06/30 00:00,441.32,443.48,440.66,441.72,434.916,443.2727273
'2006/07/03 00:00,445.46,446.51,445.46,446.01,437.21,442.5890909
'2006/07/04 00:00,440.65,440.65,433,433.55,439.06,441.0681818
'2006/07/05 00:00,433.64,435.28,431.42,434.52,439.422,439.0918182
'2006/07/06 00:00,432.97,432.97,426.62,429.42,437.044,437.1045455
'2006/07/07 00:00,429.17,429.17,422.79,424.42,433.584,435.2645455
'2006/07/10 00:00,420.27,420.39,412.73,416.42,427.666,432.6290909
'2006/07/11 00:00,417.55,428.38,416.07,420.27,425.01,431.3318182
'2006/07/12 00:00,419.4,419.87,413.17,418.04,421.714,430.7627273
'2006/07/13 00:00,420.88,421.71,409.15,409.15,417.66,428.6209091
'2006/07/14 00:00,408.49,411.63,408.34,409.8,414.736,425.7563636
'2006/07/17 00:00,410.08,411.31,399.11,399.11,411.274,421.8827273
'2006/07/18 00:00,399.98,414.24,395.63,414.24,410.068,418.9945455
'2006/07/19 00:00,413.71,417.46,410.18,411.06,408.672,416.95
'2006/07/20 00:00,411.5,411.5,404.13,404.13,407.668,414.1872727
'2006/07/21 00:00,386.35,386.35,384.37,384.88,402.684,410.1381818
'2006/07/24 00:00,393.41,395.63,388.87,395.61,401.984,407.5190909
'2006/07/25 00:00,394.66,397.59,389.73,391.66,397.468,405.2681818
'2006/07/26 00:00,392.62,405.5,392.62,405.5,396.356,403.9254545
'2006/07/27 00:00,405.74,407.84,399.85,407.84,397.098,402.9981818
'2006/07/28 00:00,410.16,412.86,409.63,412.21,402.564,403.2763636
'2006/07/31 00:00,413.92,414.09,403.18,403.96,404.234,402.7454545
'2006/08/01 00:00,405.34,409.17,401.28,408.08,407.518,403.5609091
'2006/08/02 00:00,411.1,412.11,406.8,409.63,408.344,403.1418182
'2006/08/03 00:00,408.44,421.18,408.44,420.11,410.798,403.9645455
'2006/08/04 00:00,418.09,418.09,408.58,411.03,410.562,404.5918182
'2006/08/07 00:00,409.31,411.79,407.09,411.79,412.128,407.0381818
'2006/08/08 00:00,410.33,418.25,404.62,418.25,414.162,409.0963636
'2006/08/09 00:00,418.07,418.07,408.43,413.17,414.87,411.0518182
'2006/08/10 00:00,413.61,415.11,410.03,410.03,412.854,411.4636364
'2006/08/11 00:00,405.19,406.2,403.85,405.36,411.72,411.2381818
'2006/08/14 00:00,414.68,421.01,409.91,420.28,413.418,411.9718182
'2006/08/15 00:00,421.17,425.34,421.1,425.06,414.78,413.89
'2006/08/16 00:00,443.6,450.27,443.6,450.27,422.2,417.7254545
'2006/08/17 00:00,449.65,452.16,444.66,446.11,429.416,421.0418182
'2006/08/21 00:00,435.33,440.66,434.18,440.66,436.476,422.91
'2006/08/22 00:00,440.94,440.94,433.05,433.84,439.188,424.9836364
'2006/08/23 00:00,433.82,434.83,431,431.02,440.38,426.7318182
'2006/08/24 00:00,429.93,435.02,429.67,435.02,437.33,428.2563636
'2006/08/25 00:00,434.02,434.75,433.81,434.72,435.052,430.2154545
'2006/08/28 00:00,438.73,438.73,438.73,438.73,434.666,432.8245455
'2006/08/29 00:00,437.24,448.48,437.24,447.96,437.49,436.6972727
'2006/08/30 00:00,448.5,453.88,448.09,448.46,440.978,439.2590909
'2006/08/31 00:00,447.65,450.89,444.14,444.82,442.938,441.0554545
'2006/09/01 00:00,447.02,447.7,444.51,444.51,444.896,440.5318182
'2006/09/04 00:00,442.78,445.56,442.78,445.56,446.262,440.4818182
'2006/09/05 00:00,449.25,451.74,443.46,444.05,445.48,440.79
'2006/09/06 00:00,441.78,442.03,433.19,436.63,443.114,441.0436364
'2006/09/07 00:00,440.07,440.76,434.33,434.4,441.03,441.3509091
'2006/09/08 00:00,434.71,439.66,434.71,438.25,439.778,441.6445455
'2006/09/11 00:00,446.08,458.69,446.08,457.37,442.14,443.7036364
'2006/09/12 00:00,457.53,465.87,454.9,463.43,446.016,445.9490909
'2006/09/13 00:00,464.43,464.43,459.14,463.24,451.338,447.3381818
'2006/09/14 00:00,463.85,471.48,462.63,465.68,457.594,448.9036364
'2006/09/15 00:00,464.61,465.57,462.86,464.39,462.822,450.6827273
'2006/09/18 00:00,472.03,472.04,460.9,460.9,463.528,452.1727273
'2006/09/19 00:00,454.03,462.35,453.54,461.69,463.18,453.6390909
'2006/09/20 00:00,460.97,461.83,458.85,461.25,462.782,455.2027273
'2006/09/21 00:00,457.62,457.62,449.88,449.88,459.622,456.4072727
'2006/09/22 00:00,450.64,450.64,448.01,449.28,456.6,457.76
'2006/09/25 00:00,454.23,461.46,453.57,456.49,455.718,459.4181818
'2006/09/26 00:00,454.1,463.51,454.1,463.2,456.02,459.9481818
'2006/09/27 00:00,463.6,463.6,454.78,457.28,455.226,459.3890909
'2006/09/28 00:00,456.1,460.12,456.1,457.96,456.842,458.9090909
'2006/09/29 00:00,458.73,458.85,455.01,455.01,457.988,457.9390909
'2006/10/02 00:00,459.09,459.78,444.96,446.2,455.93,456.2854545
'2006/10/03 00:00,446.68,451.9,446.15,451.9,453.67,455.4672727
'2006/10/04 00:00,451.29,457.09,449.33,453.6,452.934,454.7318182
'2006/10/05 00:00,453.75,455.24,451.25,452.78,451.898,453.9618182
'2006/10/06 00:00,451.97,453.92,450.61,451.36,451.168,454.0963636
'2006/10/09 00:00,458.03,460.14,456.33,456.38,453.204,454.7418182
'2006/10/10 00:00,453.44,460.14,453.44,460.14,454.852,455.0736364
'2006/10/11 00:00,460.24,463.9,458.41,460.57,456.246,454.8345455
'2006/10/12 00:00,466.97,468.87,466.97,468.87,459.464,455.8881818
'2006/10/13 00:00,468.76,473.11,468.76,471.27,463.446,457.0981818
'2006/10/16 00:00,475.67,476.54,461.15,461.15,464.4,457.6563636
'2006/10/17 00:00,461.6,465.31,451.24,452.45,462.862,458.2245455
'2006/10/18 00:00,453.42,453.42,448.49,448.49,460.446,457.9145455
'2006/10/19 00:00,447.9,449.84,445.97,445.97,455.866,457.2209091
'2006/10/20 00:00,447.1,448.08,446.68,447.23,451.058,456.7163636
'2006/10/23 00:00,451.58,451.94,446.6,446.87,448.202,456.3081818
'2006/10/24 00:00,446.54,455.66,444.45,455.66,448.844,456.2427273
'2006/10/25 00:00,455.26,456.1,453.29,454.3,450.006,455.7118182
'2006/10/26 00:00,456.25,461.27,455.8,460.72,452.956,455.7254545
'2006/10/27 00:00,460.89,461.37,451.34,451.9,453.89,454.1827273
'2006/10/30 00:00,456.45,460.55,454.68,458.5,456.216,453.0218182
'2006/10/31 00:00,458.69,459.1,454.98,456.05,456.294,452.5581818
'2006/11/01 00:00,454.87,454.87,448.53,449.97,455.428,452.3327273
'2006/11/02 00:00,448.23,449.03,447.35,448.18,452.92,452.3045455
'2006/11/03 00:00,446.09,449.51,445.61,449.51,452.442,452.6263636
'2006/11/06 00:00,455.04,467.98,455.04,467.98,454.338,454.5127273
'2006/11/07 00:00,469.1,469.8,464.5,464.5,456.028,456.1154545
'2006/11/08 00:00,463.2,467.74,460.57,464.37,458.908,456.9072727
'2006/11/09 00:00,464.83,464.83,454.68,454.68,460.208,456.9418182
'2006/11/10 00:00,459.51,461.32,459.12,461.32,462.57,456.9963636
'2006/11/13 00:00,467.07,469.03,465.43,468.16,462.606,458.4745455
'2006/11/14 00:00,466.99,482.17,466.9,482.17,466.14,460.6263636
'2006/11/15 00:00,482.14,487.21,480.07,480.07,469.28,462.81
'2006/11/16 00:00,481.5,487.53,481.5,482.32,474.808,465.7509091
'2006/11/17 00:00,480.63,483.45,480.45,483.25,479.194,468.9390909
'2006/11/20 00:00,488.03,491.87,487.75,488.98,483.358,472.5272727
'2006/11/21 00:00,486.03,489.74,484.12,489.74,484.872,474.5054545
'2006/11/22 00:00,487.72,492.33,487.72,492.33,487.324,477.0354545
'2006/11/23 00:00,487.65,490.11,487.65,490.11,488.882,479.3754545
'2006/11/24 00:00,490.19,491.32,489.33,489.33,490.098,482.5254545
'2006/11/27 00:00,484.31,484.31,477.08,477.08,487.718,483.9581818
'2006/11/28 00:00,475.47,482.77,474.08,479.78,485.726,485.0145455
'2006/11/29 00:00,478.49,479.48,473.76,476.16,482.492,484.4681818
'2006/11/30 00:00,474.37,481.91,474.37,475.82,479.634,484.0818182
'2006/12/01 00:00,476.14,477.53,469.52,473.86,476.54,483.3127273
'2006/12/04 00:00,479.52,487.07,479.52,483.17,477.758,483.3054545
'2006/12/05 00:00,487.76,488.89,483.66,487.5,479.302,483.1709091
'2006/12/06 00:00,486.55,492.44,486.55,488.17,481.704,483.0281818
'2006/12/07 00:00,484.79,487.04,473.09,473.09,481.158,481.2790909
'2006/12/08 00:00,480.7,480.7,477.23,477.23,481.832,480.1081818
'2006/12/11 00:00,479.66,479.66,476.18,476.18,480.434,478.9127273
'2006/12/12 00:00,473.14,474.84,470.32,470.37,477.008,478.3027273
'2006/12/13 00:00,469.92,469.92,466.59,467.09,472.792,477.1490909
'2006/12/14 00:00,476.12,477.28,475.05,476.42,473.458,477.1727273
'2006/12/15 00:00,477.28,478.51,474.81,475.93,473.198,477.1827273
'2006/12/18 00:00,480.03,480.03,474.35,476.43,473.248,477.4163636
'2006/12/19 00:00,470.72,475.63,467.45,475.63,474.3,476.7309091
'2006/12/20 00:00,477.18,477.28,471.42,471.42,475.166,475.2690909
'2006/12/21 00:00,470.77,470.77,464.89,468.78,473.638,473.5063636
'2006/12/22 00:00,467.7,467.7,463.98,463.98,471.248,472.6781818
'2006/12/25 00:00,467.22,468.86,466.93,468.86,469.734,471.9172727
'2006/12/26 00:00,468.31,471.94,465.46,470.7,468.748,471.4190909
'2006/12/27 00:00,470.05,470.73,469.43,469.83,468.43,471.37
'2006/12/28 00:00,470.1,472.73,468.61,472.54,469.182,471.8654545
'2006/12/29 00:00,471.61,471.61,467.79,467.79,469.944,471.0809091
'2007/01/02 00:00,470.67,471.52,470.67,471.52,470.476,470.68
'2007/01/03 00:00,475.71,475.99,460.76,464.89,469.314,469.6309091
'2007/01/04 00:00,469.47,474.45,468.14,469.51,469.25,469.0745455
'2007/01/05 00:00,468.52,469.09,466.85,469.09,468.56,468.8627273
'2007/01/08 00:00,473.27,476.23,471.94,474.36,469.874,469.37
'2007/01/09 00:00,474.21,477.25,472.93,474.57,470.484,470.3327273
'2007/01/10 00:00,477.29,485.54,476.71,485.54,474.614,471.8490909
'2007/01/11 00:00,485.14,487.92,480.68,480.68,476.848,472.7563636
'2007/01/12 00:00,479.02,483.39,479.02,482.51,479.532,473.9090909
'2007/01/15 00:00,477.52,477.52,477.52,477.52,480.164,474.3618182
'2007/01/16 00:00,476.48,477.32,473.44,473.44,479.938,474.8754545
'2007/01/17 00:00,474.08,475.02,471.48,472.63,477.356,474.9763636
'2007/01/18 00:00,459.57,459.57,452.29,452.29,471.678,473.8309091
'2007/01/19 00:00,457.01,458.19,456.37,456.83,466.542,472.6781818
'2007/01/22 00:00,451.02,456.27,450.1,456.27,462.292,471.5127273
'2007/01/23 00:00,457.16,457.16,452.57,454.24,458.452,469.6836364
'2007/01/24 00:00,457.95,459.15,457.03,458.72,455.67,468.2427273
'2007/01/25 00:00,461.09,463.4,455.58,456.13,456.438,465.5690909
'2007/01/29 00:00,462.73,464.3,459.6,460.52,457.176,463.7363636
'2007/01/30 00:00,460.2,461.31,453.37,455.23,456.968,461.2563636
'2007/01/31 00:00,455.73,464.87,453.85,461.42,458.404,459.7927273
'2007/02/01 00:00,462.07,467.66,458.42,467.66,460.192,459.2672727
'2007/02/02 00:00,466.47,466.88,465.76,466.49,462.264,458.7090909
'2007/02/05 00:00,467.13,468.5,463.87,463.87,462.934,459.7618182
'2007/02/06 00:00,461.02,471.66,459.95,470.25,465.938,460.9818182
'2007/02/07 00:00,472.42,474.73,469.03,469.3,467.514,462.1663636
'2007/02/08 00:00,467.98,474.56,467.98,473.44,468.67,463.9118182
'2007/02/09 00:00,472.72,473.31,463.15,463.19,468.01,464.3181818
'2007/02/12 00:00,461.1,461.73,457.89,461.73,467.582,464.8272727
'2007/02/13 00:00,458.03,463.49,458.03,463.49,466.23,465.0972727
'2007/02/14 00:00,467.24,474,467.1,474,467.17,466.8036364
'2007/02/15 00:00,471.21,474,470.56,471.88,466.858,467.7545455
'2007/02/16 00:00,472.98,473.57,472.42,473.13,468.846,468.2518182
'2007/02/19 00:00,468.42,468.42,467.66,468.12,470.124,468.4
'2007/02/20 00:00,469.94,474.84,469.94,473.54,472.134,469.2790909
'2007/02/21 00:00,471.85,481.76,471.3,481.76,473.686,470.3254545
'2007/02/22 00:00,482.4,490.63,481.2,490.63,477.436,472.2645455
'2007/02/23 00:00,489.26,490.09,487.58,488.5,480.51,473.6336364
'2007/02/26 00:00,485.46,488.85,480.81,485.74,484.034,475.6836364
'2007/02/27 00:00,485.32,485.32,472.01,473.54,484.034,476.7572727
'2007/02/28 00:00,478.05,478.05,462.52,467.98,481.278,477.1654545
'2007/03/01 00:00,470.93,473.65,466.41,466.41,476.434,476.4754545
'2007/03/02 00:00,467.63,469.07,461.33,461.34,471.002,475.5172727
'2007/03/05 00:00,464.05,464.74,457.88,463.77,466.608,474.6663636
'2007/03/06 00:00,463.71,466.11,463.11,463.11,464.522,474.2109091
'2007/03/07 00:00,462.35,471.66,461.71,471.66,465.258,474.04
'2007/03/08 00:00,472.2,478.39,471.66,475.3,467.036,473.4527273
'2007/03/09 00:00,475.63,476.24,471.32,475.05,469.778,472.0363636
'2007/03/12 00:00,477.69,481.49,475.74,479.07,472.838,471.1790909
'2007/03/13 00:00,477.93,477.93,467.94,469.66,474.148,469.7172727
'2007/03/14 00:00,468.92,473.75,466.74,473.33,474.482,469.6981818
'2007/03/15 00:00,474.2,474.52,470.11,470.11,473.444,469.8918182
'2007/03/16 00:00,470.33,472.69,470.33,471.99,472.832,470.3990909
'2007/03/19 00:00,473.6,474.3,468.32,472.81,471.58,471.4418182
'2007/03/20 00:00,472.67,475,472.39,474.91,472.63,472.4545455
'2007/03/21 00:00,474.28,484.13,474.28,477.41,473.446,473.7545455
'2007/03/22 00:00,477.39,480.47,475.11,480.47,475.518,474.5554545
'2007/03/23 00:00,480.81,482.32,479.27,479.27,476.974,474.9163636
'2007/03/26 00:00,475.99,478.98,475.32,476.36,477.684,475.0354545
'2007/03/27 00:00,476.91,477.3,469.71,469.87,476.676,474.1990909
'2007/03/28 00:00,469.96,472.85,463.9,463.9,473.974,473.6754545
'2007/03/29 00:00,462.42,467.81,460.69,465.97,471.074,473.0063636
'2007/03/30 00:00,464.2,466.65,464.2,465.57,468.334,472.5936364
'2007/04/02 00:00,463.2,470.99,461.64,470.99,467.26,472.5027273
'2007/04/03 00:00,470.59,472.92,468.37,472.92,467.87,472.5127273
'2007/04/04 00:00,472.19,476.3,471.72,474.83,470.056,472.5054545
'2007/04/05 00:00,474.52,475.6,474.03,475.6,471.982,472.3409091
'2007/04/09 00:00,473.61,473.61,471.83,473.1,473.488,471.6709091
'2007/04/10 00:00,473.33,476.58,471.87,472.46,473.782,471.0518182
'2007/04/11 00:00,472.95,474.67,471.1,474.67,474.132,470.8981818
'2007/04/12 00:00,473.94,476.22,470.16,471.39,473.444,471.0363636
'2007/04/13 00:00,471.31,472.79,470.48,472.44,472.812,471.8127273
'2007/04/16 00:00,473.46,474,471.02,471.4,472.472,472.3063636
'2007/04/17 00:00,471.03,485.66,470.88,485.66,475.112,474.1327273
'2007/04/18 00:00,485.43,486.7,481.53,485.84,477.346,475.4827273
'2007/04/19 00:00,485.35,492.4,484.06,484.19,479.906,476.5072727
'2007/04/20 00:00,484.23,487.91,483.85,487.31,482.88,477.6418182
'2007/04/23 00:00,484.78,496.98,483.61,496.78,487.956,479.5672727
'2007/04/24 00:00,496.7,501.6,496.44,498.47,490.518,481.8736364
